"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9","refID"
"./data/WOS2011/Mexico_1501-1592.txt",NA,"BassiriRad, H
Gutschick, VP
Lussenhop, J
","BassiriRad, H
Gutschick, VP
Lussenhop, J
","305
","Univ Illinois, Dept Biol Sci, Chicago, IL 60607 USA.
New Mexico State Univ, Dept Biol Sci, Las Cruces, NM 88003 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s004420000524
",NA,NA,"320
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"BassiriRad, H (reprint author), Univ Illinois, Dept Biol Sci, 845 W Taylor St, Chicago, IL 60607 USA
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"35
","Root system adjustments: regulation of plant nutrient uptake and growth
responses to elevated CO2
","WOS:000166910700001
","1.0
","126
",NA,"39
",76
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Brown, JH
Ernest, SKM
Parody, JM
Haskell, JP
","Brown, JH
Ernest, SKM
Parody, JM
Haskell, JP
","321
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s004420000536
",NA,"jhbrown@unm.edu
","332
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Brown, JH (reprint author), Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"91
","Regulation of diversity: maintenance of species richness in changing
environments
","WOS:000166910700002
","1.0
","126
",NA,"95
",77
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Hacke, UG
Sperry, JS
Pockman, WT
Davis, SD
McCulloch, KA
","Hacke, UG
Sperry, JS
Pockman, WT
Davis, SD
McCulloch, KA
","457
","Univ Utah, Dept Biol, Salt Lake City, UT 84112 USA.
Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
Pepperdine Univ, Div Nat Sci, Malibu, CA 90265 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s004420100628
",NA,NA,"461
","ISI Export Format
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,NA,NA,"FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Hacke, UG (reprint author), Univ Utah, Dept Biol, 257S 1400E, Salt Lake City, UT 84112 USA
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,"308
","Trends in wood density and structure are linked to prevention of xylem
implosion by negative pressure
","WOS:000167339100001
","1.0
","126
",NA,"317
",78
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Henaut, Y
Pablo, J
Ibarra-Nunez, G
Williams, T
","Henaut, Y
Pablo, J
Ibarra-Nunez, G
Williams, T
","1
","ECOSUR, AP 36, Tapachula, Chiapas, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1570-7458.2001.00750.x
",NA,NA,"8
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"JAN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Henaut, Y (reprint author), ECOSUR, AP 36, Tapachula, Chiapas, Mexico
",NA,NA,"0013-8703
","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA
",NA,NA,"16
","Retention, capture and consumption of experimental prey by orb-web
weaving spiders in coffee plantations of Southern Mexico
","WOS:000167739900001
","1.0
","98
",NA,"16
",79
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Allen, AP
Li, BL
Charnov, EL
","Allen, AP
Li, BL
Charnov, EL
","1
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1461-0248.2001.00194.x
",NA,NA,"3
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"JAN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Allen, AP (reprint author), Univ New Mexico, Dept Biol, 167 Castetter Hall, Albuquerque, NM 87131 USA
",NA,NA,"1461-023X
","ECOLOGY LETTERS
",NA,NA,"28
","Population fluctuations, power laws and mixtures of lognormal
distributions
","WOS:000167171800001
","1.0
","4
",NA,"28
",80
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Sax, DF
","Sax, DF
","139
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1365-2699.2001.00536.x
",NA,NA,"150
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"JAN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Sax, DF (reprint author), Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, CA 93106 USA
",NA,NA,"0305-0270
","JOURNAL OF BIOGEOGRAPHY
",NA,NA,"82
","Latitudinal gradients and geographic ranges of exotic species:
implications for biogeography
","WOS:000168979500012
","1.0
","28
",NA,"88
",81
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Rueda, M
","Rueda, M
","217
","IPN, CINVESTAV, Yucatan 97310, Mexico.
INVEMAR, Inst Invest Marinas & Costeras, Santa Marta, Colombia.
",NA,NA,NA,NA,NA,NA,NA,"10.3354/meps222217
",NA,NA,"226
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Rueda, M (reprint author), IPN, CINVESTAV, AP 73 Cordemex, Yucatan 97310, Mexico
",NA,NA,"0171-8630
","MARINE ECOLOGY-PROGRESS SERIES
",NA,NA,"25
","Spatial distribution of fish species in a tropical estuarine lagoon: a
geostatistical appraisal
","WOS:000172516300019
","1.0
","222
",NA,"26
",82
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Briones-Fourzan, P
Lozano-Alvarez, E
","Briones-Fourzan, P
Lozano-Alvarez, E
","221
","Univ Nacl Autonoma Mexico, Inst Ciencias Mar & Limnol, Unidad Acad Puerto Morelos, Cancun 77500, Quintana Roo, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.3354/meps221221
",NA,NA,"232
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Briones-Fourzan, P (reprint author), Univ Nacl Autonoma Mexico, Inst Ciencias Mar & Limnol, Unidad Acad Puerto Morelos, POB 1152, Cancun 77500, Quintana Roo, Mexico
",NA,NA,"0171-8630
","MARINE ECOLOGY-PROGRESS SERIES
",NA,NA,"24
","Effects of artificial shelters (Casitas) on the abundance and biomass of
juvenile spiny lobsters Panulirus argus in a habitat-limited tropical
reef lagoon
","WOS:000172382700018
","1.0
","221
",NA,"25
",83
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Enriquez, S
Marba, N
Duarte, CM
van Tussenbroek, BI
Reyes-Zavala, G
","Enriquez, S
Marba, N
Duarte, CM
van Tussenbroek, BI
Reyes-Zavala, G
","149
","UIB, CSIC, Inst Mediterrani Estudis Avancats, Grp Oceanog Interdisciplinar, Esporles 07190, Illes Balears, Spain.
Univ Nacl Autonoma Mexico, Inst Ciencias Mar & Limnol, Unidad Acad Puerto Morelos, Cancun 77500, Quintana Roo, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.3354/meps219149
",NA,NA,"158
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Marba, N (reprint author), UIB, CSIC, Inst Mediterrani Estudis Avancats, Grp Oceanog Interdisciplinar, Miquel Marques 21, Esporles 07190, Illes Balears, Spain, Spain
",NA,NA,"0171-8630
","MARINE ECOLOGY-PROGRESS SERIES
",NA,NA,"20
","Effects of seagrass Thalassia testudinum on sediment redox
","WOS:000171439300012
","1.0
","219
",NA,"21
",84
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Defeo, O
Gomez, J
Lercari, D
","Defeo, O
Gomez, J
Lercari, D
","159
","UNDECIMAR, Fac Ciencias, Montevideo 11400, Uruguay.
IPN, CINVESTAV, Unidad Merida, Merida 97310, Yucatan, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.3354/meps212159
",NA,NA,"170
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Lercari, D (reprint author), UNDECIMAR, Fac Ciencias, Igua 4225,POB 10773, Montevideo 11400, Uruguay
",NA,NA,"0171-8630
","MARINE ECOLOGY-PROGRESS SERIES
",NA,NA,"52
","Testing the swash exclusion hypothesis in sandy beach populations: the
mole crab Emerita brasiliensis in Uruguay
","WOS:000168017600013
","1.0
","212
",NA,"52
",85
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Andresen, E
","Andresen, E
","61
","Univ Florida, Dept Zool, Gainesville, FL 32611 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1017/S0266467401001043
",NA,NA,"78
","ISI Export Format
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAN
",NA,NA,"Part 1
",NA,"J
",NA,"2001
",NA,NA,NA,NA,"Andresen, E (reprint author), Univ Nacl Autonoma Mexico, Dept Ecol Recursos Nat, Apartado Postal 27-3, Merelia 58089, Michoacan, Mexico
",NA,NA,"0266-4674
","JOURNAL OF TROPICAL ECOLOGY
",NA,NA,"41
","Effects of dung presence, dung amount and secondary dispersal by dung
beetles on the fate of Micropholis guyanensis (Sapotaceae) seeds in
Central Amazonia
","WOS:000166994400004
","1.0
","17
",NA,"45
",86
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Rendon, B
Nunez-Farfan, J
","Rendon, B
Nunez-Farfan, J
","205
","Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Evolut, Mexico City 04510, DF, Mexico.
Univ Connecticut, Dept Ecol & Evolutionary Biol, Storrs, CT 06269 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1012657730991
",NA,NA,"213
","ISI Export Format
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Nunez-Farfan, J (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, Dept Ecol Evolut, Apartado Postal 70-275, Mexico City 04510, DF, Mexico
",NA,NA,"1385-0237
","PLANT ECOLOGY
",NA,NA,"2
","Population differentiation and phenotypic plasticity of wild and
agrestal populations of the annual Anoda cristata (Malvaceae) growing in
two contrasting habitats
","WOS:000172074900009
","1.0
","156
",NA,"2
",87
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Weeks, SC
Hutchison, JA
Zucker, N
","Weeks, SC
Hutchison, JA
Zucker, N
","205
","Univ Akron, Dept Biol, Program Evolut Ecol & Organismal Biol, Akron, OH 44325 USA.
New Mexico State Univ, Dept Biol, Las Cruces, NM 88003 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1023/A:1014878521117
",NA,NA,"221
","ISI Export Format
",NA,NA,NA,NA,NA,"3
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Weeks, SC (reprint author), Univ Akron, Dept Biol, Program Evolut Ecol & Organismal Biol, Akron, OH 44325 USA
",NA,NA,"0269-7653
","EVOLUTIONARY ECOLOGY
",NA,NA,"16
","Maintenance of androdioecy in the freshwater shrimp, Eulimnadia texana:
do hermaphrodites need males for complete fertilization ?
","WOS:000174579400005
","1.0
","15
",NA,"17
",88
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Osorio-Beristain, H
Drummond, H
","Osorio-Beristain, H
Drummond, H
","16
","Univ Nacl Autonoma Mexico, Inst Ecol, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"JAN-FEB
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Osorio-Beristain, H (reprint author), Univ Nacl Autonoma Mexico, Inst Ecol, AP 70-275, Mexico City 04510, DF, Mexico, Mexico
",NA,NA,"1045-2249
","BEHAVIORAL ECOLOGY
",NA,NA,"3
","Male boobies expel eggs when paternity is in doubt
","WOS:000166152000003
","1.0
","12
",NA,"3
",89
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Brown, JH
","Brown, JH
","101
","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1466-822x.2001.00228.x
",NA,NA,"109
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"JAN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Brown, JH (reprint author), Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA
",NA,NA,"0960-7447
","GLOBAL ECOLOGY AND BIOGEOGRAPHY
",NA,NA,"68
","Mammals on mountainsides: elevational patterns of diversity
","WOS:000168256300007
","1.0
","10
",NA,"93
",90
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Sanchez-Cordero, V
","Sanchez-Cordero, V
","63
","Univ Nacl Autonoma Mexico, Inst Biol, Dept Zool, Mexico City 04510, DF, Mexico.
",NA,NA,NA,NA,NA,NA,NA,"10.1046/j.1466-822x.2001.00235.x
",NA,NA,"76
","ISI Export Format
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,NA,NA,"JAN
",NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Sanchez-Cordero, V (reprint author), Univ Nacl Autonoma Mexico, Inst Biol, Dept Zool, Apartado Postal 70-153, Mexico City 04510, DF, Mexico
",NA,NA,"0960-7447
","GLOBAL ECOLOGY AND BIOGEOGRAPHY
",NA,NA,"42
","Elevation gradients of diversity for rodents and bats in Oaxaca, Mexico
","WOS:000168256300005
","1.0
","10
",NA,"46
",91
"./data/WOS2011/Mexico_1501-1592.txt",NA,"Collado-Vides, L
","Collado-Vides, L
","531
","Natl Autonomous Univ Mexico, Fac Ciencias, Lab Fisiol, Mexico City 04510, DF, Mexico.
",NA,NA,"OBERGURGL, AUSTRIA
",NA,"International Workshop on Clone 2000
","AUG, 2000
",NA,NA,NA,NA,"545
","ISI Export Format
",NA,NA,NA,NA,NA,"4-6
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J
",NA,"2001
",NA,NA,NA,NA,"Collado-Vides, L (reprint author), Natl Autonomous Univ Mexico, Fac Ciencias, Lab Fisiol, AP 70-620, Mexico City 04510, DF, Mexico,Mexico
",NA,NA,"0269-7653
","EVOLUTIONARY ECOLOGY
",NA,NA,"4
","Clonal architecture in marine macroalgae: ecological and evolutionary
perspectives
","WOS:000176502000017
","1.0
","15
",NA,"5
",92
